date,Approving,Disapproving,Unsure/NoData,party
2009-01-09,34.0,61.0,5.0,R
2009-01-10,34.0,61.0,5.0,R
2009-01-11,34.0,61.0,5.0,R
2008-12-12,29.0,67.0,4.0,R
2008-12-13,29.0,67.0,4.0,R
2008-12-14,29.0,67.0,4.0,R
2008-12-04,32.0,61.0,7.0,R
2008-12-05,32.0,61.0,7.0,R
2008-12-06,32.0,61.0,7.0,R
2008-12-07,32.0,61.0,7.0,R
2008-11-13,29.0,66.0,5.0,R
2008-11-14,29.0,66.0,5.0,R
2008-11-15,29.0,66.0,5.0,R
2008-11-16,29.0,66.0,5.0,R
2008-11-07,28.0,68.0,4.0,R
2008-11-08,28.0,68.0,4.0,R
2008-11-09,28.0,68.0,4.0,R
2008-10-31,25.0,70.0,5.0,R
2008-11-01,25.0,70.0,5.0,R
2008-11-02,25.0,70.0,5.0,R
2008-10-23,31.0,66.0,3.0,R
2008-10-24,31.0,66.0,3.0,R
2008-10-25,31.0,66.0,3.0,R
2008-10-26,31.0,66.0,3.0,R
2008-10-10,25.0,71.0,4.0,R
2008-10-11,25.0,71.0,4.0,R
2008-10-12,25.0,71.0,4.0,R
2008-10-03,25.0,70.0,5.0,R
2008-10-04,25.0,70.0,5.0,R
2008-10-05,25.0,70.0,5.0,R
2008-09-26,27.0,69.0,4.0,R
2008-09-27,27.0,69.0,4.0,R
2008-09-08,31.0,65.0,4.0,R
2008-09-09,31.0,65.0,4.0,R
2008-09-10,31.0,65.0,4.0,R
2008-09-11,31.0,65.0,4.0,R
2008-09-05,33.0,64.0,3.0,R
2008-09-06,33.0,64.0,3.0,R
2008-09-07,33.0,64.0,3.0,R
2008-08-21,29.0,66.0,5.0,R
2008-08-22,29.0,66.0,5.0,R
2008-08-23,29.0,66.0,5.0,R
2008-08-07,33.0,61.0,6.0,R
2008-08-08,33.0,61.0,6.0,R
2008-08-09,33.0,61.0,6.0,R
2008-08-10,33.0,61.0,6.0,R
2008-07-25,32.0,65.0,3.0,R
2008-07-26,32.0,65.0,3.0,R
2008-07-27,32.0,65.0,3.0,R
2008-07-10,31.0,61.0,8.0,R
2008-07-11,31.0,61.0,8.0,R
2008-07-12,31.0,61.0,8.0,R
2008-07-13,31.0,61.0,8.0,R
2008-06-15,28.0,68.0,4.0,R
2008-06-16,28.0,68.0,4.0,R
2008-06-17,28.0,68.0,4.0,R
2008-06-18,28.0,68.0,4.0,R
2008-06-19,28.0,68.0,4.0,R
2008-06-09,30.0,64.0,6.0,R
2008-06-10,30.0,64.0,6.0,R
2008-06-11,30.0,64.0,6.0,R
2008-06-12,30.0,64.0,6.0,R
2008-05-30,28.0,68.0,4.0,R
2008-05-31,28.0,68.0,4.0,R
2008-06-01,28.0,68.0,4.0,R
2008-05-08,29.0,65.0,6.0,R
2008-05-09,29.0,65.0,6.0,R
2008-05-10,29.0,65.0,6.0,R
2008-05-11,29.0,65.0,6.0,R
2008-05-01,28.0,67.0,5.0,R
2008-05-02,28.0,67.0,5.0,R
2008-05-03,28.0,67.0,5.0,R
2008-04-18,28.0,69.0,3.0,R
2008-04-19,28.0,69.0,3.0,R
2008-04-20,28.0,69.0,3.0,R
2008-04-06,28.0,67.0,5.0,R
2008-04-07,28.0,67.0,5.0,R
2008-04-08,28.0,67.0,5.0,R
2008-04-09,28.0,67.0,5.0,R
2008-03-14,32.0,64.0,4.0,R
2008-03-15,32.0,64.0,4.0,R
2008-03-16,32.0,64.0,4.0,R
2008-03-06,32.0,64.0,4.0,R
2008-03-07,32.0,64.0,4.0,R
2008-03-08,32.0,64.0,4.0,R
2008-03-09,32.0,64.0,4.0,R
2008-02-21,32.0,62.0,6.0,R
2008-02-22,32.0,62.0,6.0,R
2008-02-23,32.0,62.0,6.0,R
2008-02-24,32.0,62.0,6.0,R
2008-02-11,31.0,65.0,4.0,R
2008-02-12,31.0,65.0,4.0,R
2008-02-13,31.0,65.0,4.0,R
2008-02-14,31.0,65.0,4.0,R
2008-02-08,33.0,61.0,6.0,R
2008-02-09,33.0,61.0,6.0,R
2008-02-10,33.0,61.0,6.0,R
2008-01-30,34.0,61.0,5.0,R
2008-01-31,34.0,61.0,5.0,R
2008-02-01,34.0,61.0,5.0,R
2008-02-02,34.0,61.0,5.0,R
2008-01-10,34.0,60.0,6.0,R
2008-01-11,34.0,60.0,6.0,R
2008-01-12,34.0,60.0,6.0,R
2008-01-13,34.0,60.0,6.0,R
2008-01-04,32.0,64.0,4.0,R
2008-01-05,32.0,64.0,4.0,R
2008-01-06,32.0,64.0,4.0,R
2007-12-14,32.0,65.0,3.0,R
2007-12-15,32.0,65.0,3.0,R
2007-12-16,32.0,65.0,3.0,R
2007-12-06,37.0,57.0,6.0,R
2007-12-07,37.0,57.0,6.0,R
2007-12-08,37.0,57.0,6.0,R
2007-12-09,37.0,57.0,6.0,R
2007-11-30,34.0,62.0,4.0,R
2007-12-01,34.0,62.0,4.0,R
2007-12-02,34.0,62.0,4.0,R
2007-11-11,32.0,61.0,7.0,R
2007-11-12,32.0,61.0,7.0,R
2007-11-13,32.0,61.0,7.0,R
2007-11-14,32.0,61.0,7.0,R
2007-11-02,31.0,64.0,5.0,R
2007-11-03,31.0,64.0,5.0,R
2007-11-04,31.0,64.0,5.0,R
2007-10-12,32.0,64.0,4.0,R
2007-10-13,32.0,64.0,4.0,R
2007-10-14,32.0,64.0,4.0,R
2007-10-04,32.0,64.0,4.0,R
2007-10-05,32.0,64.0,4.0,R
2007-10-06,32.0,64.0,4.0,R
2007-10-07,32.0,64.0,4.0,R
2007-09-14,36.0,62.0,2.0,R
2007-09-15,36.0,62.0,2.0,R
2007-09-16,36.0,62.0,2.0,R
2007-09-07,33.0,62.0,5.0,R
2007-09-08,33.0,62.0,5.0,R
2007-08-13,32.0,63.0,5.0,R
2007-08-14,32.0,63.0,5.0,R
2007-08-15,32.0,63.0,5.0,R
2007-08-16,32.0,63.0,5.0,R
2007-08-03,34.0,62.0,4.0,R
2007-08-04,34.0,62.0,4.0,R
2007-08-05,34.0,62.0,4.0,R
2007-07-12,31.0,63.0,6.0,R
2007-07-13,31.0,63.0,6.0,R
2007-07-14,31.0,63.0,6.0,R
2007-07-15,31.0,63.0,6.0,R
2007-07-06,29.0,66.0,5.0,R
2007-07-07,29.0,66.0,5.0,R
2007-07-08,29.0,66.0,5.0,R
2007-06-11,32.0,65.0,3.0,R
2007-06-12,32.0,65.0,3.0,R
2007-06-13,32.0,65.0,3.0,R
2007-06-14,32.0,65.0,3.0,R
2007-06-01,32.0,62.0,6.0,R
2007-06-02,32.0,62.0,6.0,R
2007-06-03,32.0,62.0,6.0,R
2007-05-10,33.0,62.0,5.0,R
2007-05-11,33.0,62.0,5.0,R
2007-05-12,33.0,62.0,5.0,R
2007-05-13,33.0,62.0,5.0,R
2007-05-04,34.0,63.0,3.0,R
2007-05-05,34.0,63.0,3.0,R
2007-05-06,34.0,63.0,3.0,R
2007-04-13,36.0,60.0,4.0,R
2007-04-14,36.0,60.0,4.0,R
2007-04-15,36.0,60.0,4.0,R
2007-04-02,38.0,58.0,4.0,R
2007-04-03,38.0,58.0,4.0,R
2007-04-04,38.0,58.0,4.0,R
2007-04-05,38.0,58.0,4.0,R
2007-03-23,34.0,62.0,4.0,R
2007-03-24,34.0,62.0,4.0,R
2007-03-25,34.0,62.0,4.0,R
2007-03-11,35.0,61.0,4.0,R
2007-03-12,35.0,61.0,4.0,R
2007-03-13,35.0,61.0,4.0,R
2007-03-14,35.0,61.0,4.0,R
2007-03-02,33.0,63.0,4.0,R
2007-03-03,33.0,63.0,4.0,R
2007-03-04,33.0,63.0,4.0,R
2007-02-09,37.0,59.0,4.0,R
2007-02-10,37.0,59.0,4.0,R
2007-02-11,37.0,59.0,4.0,R
2007-02-01,32.0,65.0,3.0,R
2007-02-02,32.0,65.0,3.0,R
2007-02-03,32.0,65.0,3.0,R
2007-02-04,32.0,65.0,3.0,R
2007-01-15,36.0,61.0,3.0,R
2007-01-16,36.0,61.0,3.0,R
2007-01-17,36.0,61.0,3.0,R
2007-01-18,36.0,61.0,3.0,R
2007-01-12,34.0,63.0,3.0,R
2007-01-13,34.0,63.0,3.0,R
2007-01-14,34.0,63.0,3.0,R
2007-01-05,37.0,59.0,4.0,R
2007-01-06,37.0,59.0,4.0,R
2007-01-07,37.0,59.0,4.0,R
2006-12-11,35.0,61.0,4.0,R
2006-12-12,35.0,61.0,4.0,R
2006-12-13,35.0,61.0,4.0,R
2006-12-14,35.0,61.0,4.0,R
2006-12-08,38.0,59.0,3.0,R
2006-12-09,38.0,59.0,3.0,R
2006-12-10,38.0,59.0,3.0,R
2006-11-09,37.0,62.0,1.0,R
2006-11-10,37.0,62.0,1.0,R
2006-11-11,37.0,62.0,1.0,R
2006-11-12,37.0,62.0,1.0,R
2006-11-02,38.0,56.0,6.0,R
2006-11-03,38.0,56.0,6.0,R
2006-11-04,38.0,56.0,6.0,R
2006-11-05,38.0,56.0,6.0,R
2006-10-20,37.0,58.0,5.0,R
2006-10-21,37.0,58.0,5.0,R
2006-10-22,37.0,58.0,5.0,R
2006-10-09,37.0,57.0,6.0,R
2006-10-10,37.0,57.0,6.0,R
2006-10-11,37.0,57.0,6.0,R
2006-10-12,37.0,57.0,6.0,R
2006-10-06,37.0,59.0,4.0,R
2006-10-07,37.0,59.0,4.0,R
2006-10-08,37.0,59.0,4.0,R
2006-09-15,44.0,51.0,5.0,R
2006-09-16,44.0,51.0,5.0,R
2006-09-17,44.0,51.0,5.0,R
2006-09-07,39.0,56.0,5.0,R
2006-09-08,39.0,56.0,5.0,R
2006-09-09,39.0,56.0,5.0,R
2006-09-10,39.0,56.0,5.0,R
2006-08-18,42.0,54.0,4.0,R
2006-08-19,42.0,54.0,4.0,R
2006-08-20,42.0,54.0,4.0,R
2006-08-07,37.0,59.0,4.0,R
2006-08-08,37.0,59.0,4.0,R
2006-08-09,37.0,59.0,4.0,R
2006-08-10,37.0,59.0,4.0,R
2006-07-28,40.0,56.0,4.0,R
2006-07-29,40.0,56.0,4.0,R
2006-07-30,40.0,56.0,4.0,R
2006-07-21,37.0,59.0,4.0,R
2006-07-22,37.0,59.0,4.0,R
2006-07-23,37.0,59.0,4.0,R
2006-07-06,40.0,55.0,5.0,R
2006-07-07,40.0,55.0,5.0,R
2006-07-08,40.0,55.0,5.0,R
2006-07-09,40.0,55.0,5.0,R
2006-06-23,37.0,60.0,3.0,R
2006-06-24,37.0,60.0,3.0,R
2006-06-25,37.0,60.0,3.0,R
2006-06-09,38.0,56.0,6.0,R
2006-06-10,38.0,56.0,6.0,R
2006-06-11,38.0,56.0,6.0,R
2006-06-01,36.0,57.0,7.0,R
2006-06-02,36.0,57.0,7.0,R
2006-06-03,36.0,57.0,7.0,R
2006-06-04,36.0,57.0,7.0,R
2006-05-08,33.0,61.0,6.0,R
2006-05-09,33.0,61.0,6.0,R
2006-05-10,33.0,61.0,6.0,R
2006-05-11,33.0,61.0,6.0,R
2006-05-05,31.0,61.0,8.0,R
2006-05-06,31.0,61.0,8.0,R
2006-05-07,31.0,61.0,8.0,R
2006-04-28,34.0,65.0,1.0,R
2006-04-29,34.0,65.0,1.0,R
2006-04-30,34.0,65.0,1.0,R
2006-04-10,36.0,63.0,1.0,R
2006-04-11,36.0,63.0,1.0,R
2006-04-12,36.0,63.0,1.0,R
2006-04-13,36.0,63.0,1.0,R
2006-04-07,37.0,60.0,3.0,R
2006-04-08,37.0,60.0,3.0,R
2006-04-09,37.0,60.0,3.0,R
2006-03-13,37.0,59.0,4.0,R
2006-03-14,37.0,59.0,4.0,R
2006-03-15,37.0,59.0,4.0,R
2006-03-16,37.0,59.0,4.0,R
2006-03-10,36.0,60.0,4.0,R
2006-03-11,36.0,60.0,4.0,R
2006-03-12,36.0,60.0,4.0,R
2006-02-28,38.0,60.0,2.0,R
2006-03-01,38.0,60.0,2.0,R
2006-02-09,39.0,56.0,5.0,R
2006-02-10,39.0,56.0,5.0,R
2006-02-11,39.0,56.0,5.0,R
2006-02-12,39.0,56.0,5.0,R
2006-02-06,42.0,55.0,3.0,R
2006-02-07,42.0,55.0,3.0,R
2006-02-08,42.0,55.0,3.0,R
2006-02-09,42.0,55.0,3.0,R
2006-01-20,43.0,54.0,3.0,R
2006-01-21,43.0,54.0,3.0,R
2006-01-22,43.0,54.0,3.0,R
2006-01-09,43.0,53.0,4.0,R
2006-01-10,43.0,53.0,4.0,R
2006-01-11,43.0,53.0,4.0,R
2006-01-12,43.0,53.0,4.0,R
2006-01-06,43.0,54.0,3.0,R
2006-01-07,43.0,54.0,3.0,R
2006-01-08,43.0,54.0,3.0,R
2005-12-19,43.0,53.0,4.0,R
2005-12-20,43.0,53.0,4.0,R
2005-12-21,43.0,53.0,4.0,R
2005-12-22,43.0,53.0,4.0,R
2005-12-16,41.0,56.0,3.0,R
2005-12-17,41.0,56.0,3.0,R
2005-12-18,41.0,56.0,3.0,R
2005-12-09,42.0,55.0,3.0,R
2005-12-10,42.0,55.0,3.0,R
2005-12-11,42.0,55.0,3.0,R
2005-12-05,43.0,52.0,5.0,R
2005-12-06,43.0,52.0,5.0,R
2005-12-07,43.0,52.0,5.0,R
2005-12-08,43.0,52.0,5.0,R
2005-11-17,38.0,57.0,5.0,R
2005-11-18,38.0,57.0,5.0,R
2005-11-19,38.0,57.0,5.0,R
2005-11-20,38.0,57.0,5.0,R
2005-11-11,37.0,60.0,3.0,R
2005-11-12,37.0,60.0,3.0,R
2005-11-13,37.0,60.0,3.0,R
2005-11-07,40.0,55.0,5.0,R
2005-11-08,40.0,55.0,5.0,R
2005-11-09,40.0,55.0,5.0,R
2005-11-10,40.0,55.0,5.0,R
2005-10-28,41.0,56.0,3.0,R
2005-10-29,41.0,56.0,3.0,R
2005-10-30,41.0,56.0,3.0,R
2005-10-21,42.0,55.0,3.0,R
2005-10-22,42.0,55.0,3.0,R
2005-10-23,42.0,55.0,3.0,R
2005-10-13,39.0,58.0,3.0,R
2005-10-14,39.0,58.0,3.0,R
2005-10-15,39.0,58.0,3.0,R
2005-10-16,39.0,58.0,3.0,R
2005-09-26,44.0,50.0,6.0,R
2005-09-27,44.0,50.0,6.0,R
2005-09-28,44.0,50.0,6.0,R
2005-09-16,40.0,58.0,2.0,R
2005-09-17,40.0,58.0,2.0,R
2005-09-18,40.0,58.0,2.0,R
2005-09-12,45.0,52.0,3.0,R
2005-09-13,45.0,52.0,3.0,R
2005-09-14,45.0,52.0,3.0,R
2005-09-15,45.0,52.0,3.0,R
2005-09-08,46.0,51.0,3.0,R
2005-09-09,46.0,51.0,3.0,R
2005-09-10,46.0,51.0,3.0,R
2005-09-11,46.0,51.0,3.0,R
2005-08-28,45.0,52.0,3.0,R
2005-08-29,45.0,52.0,3.0,R
2005-08-30,45.0,52.0,3.0,R
2005-08-22,40.0,58.0,2.0,R
2005-08-23,40.0,58.0,2.0,R
2005-08-24,40.0,58.0,2.0,R
2005-08-25,40.0,58.0,2.0,R
2005-08-08,45.0,51.0,4.0,R
2005-08-09,45.0,51.0,4.0,R
2005-08-10,45.0,51.0,4.0,R
2005-08-11,45.0,51.0,4.0,R
2005-08-05,45.0,51.0,4.0,R
2005-08-06,45.0,51.0,4.0,R
2005-08-07,45.0,51.0,4.0,R
2005-07-25,44.0,51.0,5.0,R
2005-07-26,44.0,51.0,5.0,R
2005-07-27,44.0,51.0,5.0,R
2005-07-28,44.0,51.0,5.0,R
2005-07-22,49.0,48.0,3.0,R
2005-07-23,49.0,48.0,3.0,R
2005-07-24,49.0,48.0,3.0,R
2005-07-07,49.0,48.0,3.0,R
2005-07-08,49.0,48.0,3.0,R
2005-07-09,49.0,48.0,3.0,R
2005-07-10,49.0,48.0,3.0,R
2005-06-29,46.0,51.0,3.0,R
2005-06-30,46.0,51.0,3.0,R
2005-06-24,45.0,53.0,2.0,R
2005-06-25,45.0,53.0,2.0,R
2005-06-26,45.0,53.0,2.0,R
2005-06-16,47.0,51.0,2.0,R
2005-06-17,47.0,51.0,2.0,R
2005-06-18,47.0,51.0,2.0,R
2005-06-19,47.0,51.0,2.0,R
2005-06-06,47.0,49.0,4.0,R
2005-06-07,47.0,49.0,4.0,R
2005-06-08,47.0,49.0,4.0,R
2005-05-23,48.0,47.0,5.0,R
2005-05-24,48.0,47.0,5.0,R
2005-05-25,48.0,47.0,5.0,R
2005-05-26,48.0,47.0,5.0,R
2005-05-20,46.0,50.0,4.0,R
2005-05-21,46.0,50.0,4.0,R
2005-05-22,46.0,50.0,4.0,R
2005-05-02,50.0,45.0,5.0,R
2005-05-03,50.0,45.0,5.0,R
2005-05-04,50.0,45.0,5.0,R
2005-05-05,50.0,45.0,5.0,R
2005-04-29,48.0,49.0,3.0,R
2005-04-30,48.0,49.0,3.0,R
2005-05-01,48.0,49.0,3.0,R
2005-04-18,48.0,49.0,3.0,R
2005-04-19,48.0,49.0,3.0,R
2005-04-20,48.0,49.0,3.0,R
2005-04-21,48.0,49.0,3.0,R
2005-04-04,50.0,45.0,5.0,R
2005-04-05,50.0,45.0,5.0,R
2005-04-06,50.0,45.0,5.0,R
2005-04-07,50.0,45.0,5.0,R
2005-04-01,48.0,48.0,4.0,R
2005-04-02,48.0,48.0,4.0,R
2005-03-21,45.0,49.0,6.0,R
2005-03-22,45.0,49.0,6.0,R
2005-03-23,45.0,49.0,6.0,R
2005-03-18,52.0,44.0,4.0,R
2005-03-19,52.0,44.0,4.0,R
2005-03-20,52.0,44.0,4.0,R
2005-03-07,52.0,44.0,4.0,R
2005-03-08,52.0,44.0,4.0,R
2005-03-09,52.0,44.0,4.0,R
2005-03-10,52.0,44.0,4.0,R
2005-02-25,52.0,45.0,3.0,R
2005-02-26,52.0,45.0,3.0,R
2005-02-27,52.0,45.0,3.0,R
2005-02-21,51.0,45.0,4.0,R
2005-02-22,51.0,45.0,4.0,R
2005-02-23,51.0,45.0,4.0,R
2005-02-24,51.0,45.0,4.0,R
2005-02-07,49.0,48.0,3.0,R
2005-02-08,49.0,48.0,3.0,R
2005-02-09,49.0,48.0,3.0,R
2005-02-10,49.0,48.0,3.0,R
2005-02-04,57.0,40.0,3.0,R
2005-02-05,57.0,40.0,3.0,R
2005-02-06,57.0,40.0,3.0,R
2005-01-14,51.0,46.0,3.0,R
2005-01-15,51.0,46.0,3.0,R
2005-01-16,51.0,46.0,3.0,R
2005-01-07,52.0,44.0,4.0,R
2005-01-08,52.0,44.0,4.0,R
2005-01-09,52.0,44.0,4.0,R
2005-01-03,52.0,44.0,4.0,R
2005-01-04,52.0,44.0,4.0,R
2005-01-05,52.0,44.0,4.0,R
2004-12-17,49.0,46.0,5.0,R
2004-12-18,49.0,46.0,5.0,R
2004-12-19,49.0,46.0,5.0,R
2004-12-05,53.0,44.0,3.0,R
2004-12-06,53.0,44.0,3.0,R
2004-12-07,53.0,44.0,3.0,R
2004-12-08,53.0,44.0,3.0,R
2004-11-19,55.0,42.0,3.0,R
2004-11-20,55.0,42.0,3.0,R
2004-11-21,55.0,42.0,3.0,R
2004-11-07,53.0,44.0,3.0,R
2004-11-08,53.0,44.0,3.0,R
2004-11-09,53.0,44.0,3.0,R
2004-11-10,53.0,44.0,3.0,R
2004-10-29,48.0,47.0,5.0,R
2004-10-30,48.0,47.0,5.0,R
2004-10-31,48.0,47.0,5.0,R
2004-10-22,51.0,46.0,3.0,R
2004-10-23,51.0,46.0,3.0,R
2004-10-24,51.0,46.0,3.0,R
2004-10-14,51.0,47.0,2.0,R
2004-10-15,51.0,47.0,2.0,R
2004-10-16,51.0,47.0,2.0,R
2004-10-11,48.0,49.0,3.0,R
2004-10-12,48.0,49.0,3.0,R
2004-10-13,48.0,49.0,3.0,R
2004-10-14,48.0,49.0,3.0,R
2004-10-09,47.0,49.0,4.0,R
2004-10-10,47.0,49.0,4.0,R
2004-10-01,50.0,48.0,2.0,R
2004-10-02,50.0,48.0,2.0,R
2004-10-03,50.0,48.0,2.0,R
2004-09-24,54.0,44.0,2.0,R
2004-09-25,54.0,44.0,2.0,R
2004-09-26,54.0,44.0,2.0,R
2004-09-13,52.0,45.0,3.0,R
2004-09-14,52.0,45.0,3.0,R
2004-09-15,52.0,45.0,3.0,R
2004-09-03,52.0,46.0,2.0,R
2004-09-04,52.0,46.0,2.0,R
2004-09-05,52.0,46.0,2.0,R
2004-08-23,49.0,47.0,4.0,R
2004-08-24,49.0,47.0,4.0,R
2004-08-25,49.0,47.0,4.0,R
2004-08-09,51.0,46.0,3.0,R
2004-08-10,51.0,46.0,3.0,R
2004-08-11,51.0,46.0,3.0,R
2004-07-30,48.0,49.0,3.0,R
2004-07-31,48.0,49.0,3.0,R
2004-08-01,48.0,49.0,3.0,R
2004-07-19,49.0,47.0,4.0,R
2004-07-20,49.0,47.0,4.0,R
2004-07-21,49.0,47.0,4.0,R
2004-07-08,47.0,49.0,4.0,R
2004-07-09,47.0,49.0,4.0,R
2004-07-10,47.0,49.0,4.0,R
2004-07-11,47.0,49.0,4.0,R
2004-06-21,48.0,49.0,3.0,R
2004-06-22,48.0,49.0,3.0,R
2004-06-23,48.0,49.0,3.0,R
2004-06-03,49.0,49.0,2.0,R
2004-06-04,49.0,49.0,2.0,R
2004-06-05,49.0,49.0,2.0,R
2004-06-06,49.0,49.0,2.0,R
2004-05-21,47.0,49.0,4.0,R
2004-05-22,47.0,49.0,4.0,R
2004-05-23,47.0,49.0,4.0,R
2004-05-07,46.0,51.0,3.0,R
2004-05-08,46.0,51.0,3.0,R
2004-05-09,46.0,51.0,3.0,R
2004-05-02,49.0,48.0,3.0,R
2004-05-03,49.0,48.0,3.0,R
2004-05-04,49.0,48.0,3.0,R
2004-04-16,52.0,45.0,3.0,R
2004-04-17,52.0,45.0,3.0,R
2004-04-18,52.0,45.0,3.0,R
2004-04-05,52.0,45.0,3.0,R
2004-04-06,52.0,45.0,3.0,R
2004-04-07,52.0,45.0,3.0,R
2004-04-08,52.0,45.0,3.0,R
2004-03-26,53.0,44.0,3.0,R
2004-03-27,53.0,44.0,3.0,R
2004-03-28,53.0,44.0,3.0,R
2004-03-08,50.0,47.0,3.0,R
2004-03-09,50.0,47.0,3.0,R
2004-03-10,50.0,47.0,3.0,R
2004-03-11,50.0,47.0,3.0,R
2004-03-05,49.0,48.0,3.0,R
2004-03-06,49.0,48.0,3.0,R
2004-03-07,49.0,48.0,3.0,R
2004-02-16,51.0,46.0,3.0,R
2004-02-17,51.0,46.0,3.0,R
2004-02-09,51.0,46.0,3.0,R
2004-02-10,51.0,46.0,3.0,R
2004-02-11,51.0,46.0,3.0,R
2004-02-12,51.0,46.0,3.0,R
2004-02-06,52.0,44.0,4.0,R
2004-02-07,52.0,44.0,4.0,R
2004-02-08,52.0,44.0,4.0,R
2004-01-29,49.0,48.0,3.0,R
2004-01-30,49.0,48.0,3.0,R
2004-01-31,49.0,48.0,3.0,R
2004-02-01,49.0,48.0,3.0,R
2004-01-12,53.0,44.0,3.0,R
2004-01-13,53.0,44.0,3.0,R
2004-01-14,53.0,44.0,3.0,R
2004-01-15,53.0,44.0,3.0,R
2004-01-09,59.0,38.0,3.0,R
2004-01-10,59.0,38.0,3.0,R
2004-01-11,59.0,38.0,3.0,R
2004-01-02,60.0,35.0,5.0,R
2004-01-03,60.0,35.0,5.0,R
2004-01-04,60.0,35.0,5.0,R
2004-01-05,60.0,35.0,5.0,R
2003-12-15,63.0,34.0,3.0,R
2003-12-16,63.0,34.0,3.0,R
2003-12-11,56.0,41.0,3.0,R
2003-12-12,56.0,41.0,3.0,R
2003-12-13,56.0,41.0,3.0,R
2003-12-14,56.0,41.0,3.0,R
2003-12-05,55.0,43.0,2.0,R
2003-12-06,55.0,43.0,2.0,R
2003-12-07,55.0,43.0,2.0,R
2003-11-14,50.0,47.0,3.0,R
2003-11-15,50.0,47.0,3.0,R
2003-11-16,50.0,47.0,3.0,R
2003-11-10,51.0,45.0,4.0,R
2003-11-11,51.0,45.0,4.0,R
2003-11-12,51.0,45.0,4.0,R
2003-11-03,54.0,43.0,3.0,R
2003-11-04,54.0,43.0,3.0,R
2003-11-05,54.0,43.0,3.0,R
2003-10-24,53.0,42.0,5.0,R
2003-10-25,53.0,42.0,5.0,R
2003-10-26,53.0,42.0,5.0,R
2003-10-10,56.0,40.0,4.0,R
2003-10-11,56.0,40.0,4.0,R
2003-10-12,56.0,40.0,4.0,R
2003-10-06,55.0,42.0,3.0,R
2003-10-07,55.0,42.0,3.0,R
2003-10-08,55.0,42.0,3.0,R
2003-09-19,50.0,47.0,3.0,R
2003-09-20,50.0,47.0,3.0,R
2003-09-21,50.0,47.0,3.0,R
2003-09-08,52.0,43.0,5.0,R
2003-09-09,52.0,43.0,5.0,R
2003-09-10,52.0,43.0,5.0,R
2003-08-25,59.0,37.0,4.0,R
2003-08-26,59.0,37.0,4.0,R
2003-08-04,60.0,36.0,4.0,R
2003-08-05,60.0,36.0,4.0,R
2003-08-06,60.0,36.0,4.0,R
2003-07-25,58.0,38.0,4.0,R
2003-07-26,58.0,38.0,4.0,R
2003-07-27,58.0,38.0,4.0,R
2003-07-18,59.0,38.0,3.0,R
2003-07-19,59.0,38.0,3.0,R
2003-07-20,59.0,38.0,3.0,R
2003-07-07,62.0,34.0,4.0,R
2003-07-08,62.0,34.0,4.0,R
2003-07-09,62.0,34.0,4.0,R
2003-06-27,61.0,36.0,3.0,R
2003-06-28,61.0,36.0,3.0,R
2003-06-29,61.0,36.0,3.0,R
2003-06-12,63.0,33.0,4.0,R
2003-06-13,63.0,33.0,4.0,R
2003-06-14,63.0,33.0,4.0,R
2003-06-15,63.0,33.0,4.0,R
2003-06-09,62.0,34.0,4.0,R
2003-06-10,62.0,34.0,4.0,R
2003-05-30,64.0,32.0,4.0,R
2003-05-31,64.0,32.0,4.0,R
2003-06-01,64.0,32.0,4.0,R
2003-05-19,66.0,30.0,4.0,R
2003-05-20,66.0,30.0,4.0,R
2003-05-21,66.0,30.0,4.0,R
2003-05-05,69.0,28.0,3.0,R
2003-05-06,69.0,28.0,3.0,R
2003-05-07,69.0,28.0,3.0,R
2003-04-22,70.0,26.0,4.0,R
2003-04-23,70.0,26.0,4.0,R
2003-04-14,71.0,24.0,5.0,R
2003-04-15,71.0,24.0,5.0,R
2003-04-16,71.0,24.0,5.0,R
2003-04-07,69.0,26.0,5.0,R
2003-04-08,69.0,26.0,5.0,R
2003-04-09,69.0,26.0,5.0,R
2003-04-05,70.0,27.0,3.0,R
2003-04-06,70.0,27.0,3.0,R
2003-03-29,71.0,26.0,3.0,R
2003-03-30,71.0,26.0,3.0,R
2003-03-24,69.0,27.0,4.0,R
2003-03-25,69.0,27.0,4.0,R
2003-03-22,71.0,25.0,4.0,R
2003-03-23,71.0,25.0,4.0,R
2003-03-14,58.0,38.0,4.0,R
2003-03-15,58.0,38.0,4.0,R
2003-03-03,57.0,37.0,6.0,R
2003-03-04,57.0,37.0,6.0,R
2003-03-05,57.0,37.0,6.0,R
2003-02-24,57.0,37.0,6.0,R
2003-02-25,57.0,37.0,6.0,R
2003-02-26,57.0,37.0,6.0,R
2003-02-17,58.0,37.0,5.0,R
2003-02-18,58.0,37.0,5.0,R
2003-02-19,58.0,37.0,5.0,R
2003-02-07,61.0,34.0,5.0,R
2003-02-08,61.0,34.0,5.0,R
2003-02-09,61.0,34.0,5.0,R
2003-02-03,59.0,35.0,6.0,R
2003-02-04,59.0,35.0,6.0,R
2003-02-05,59.0,35.0,6.0,R
2003-02-06,59.0,35.0,6.0,R
2003-01-31,61.0,35.0,4.0,R
2003-02-01,61.0,35.0,4.0,R
2003-02-02,61.0,35.0,4.0,R
2003-01-23,60.0,36.0,4.0,R
2003-01-24,60.0,36.0,4.0,R
2003-01-25,60.0,36.0,4.0,R
2003-01-20,58.0,36.0,6.0,R
